numero,aor,low,hi,pChar,pNum,minority,adj,lev,var,outcome,desc,outcomedesc,minoritydesc,tooltp,buttonn
3147,1.32,1.28,1.35,<0.001,0,1,3,0,5,4,Northeast,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3148,1.13,0.91,1.41,0.257,0.2571,2,3,0,5,4,Northeast,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value 0.257",O4A3M2
3149,1.43,1.32,1.54,<0.001,0,3,3,0,5,4,Northeast,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3150,1.47,1.4,1.54,<0.001,0,4,3,0,5,4,Northeast,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3151,1.67,1.64,1.7,<0.001,0,0,1,1,5,4,Midwest,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3152,1.72,1.68,1.75,<0.001,0,1,1,1,5,4,Midwest,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3153,1.37,1.25,1.5,<0.001,0,2,1,1,5,4,Midwest,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3154,1.45,1.33,1.59,<0.001,0,3,1,1,5,4,Midwest,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3155,1.52,1.44,1.59,<0.001,0,4,1,1,5,4,Midwest,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3156,1.55,1.52,1.58,<0.001,0,0,2,1,5,4,Midwest,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3157,1.59,1.56,1.63,<0.001,0,1,2,1,5,4,Midwest,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3158,1.23,1.12,1.34,<0.001,0,2,2,1,5,4,Midwest,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3159,1.41,1.29,1.54,<0.001,0,3,2,1,5,4,Midwest,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3160,1.43,1.36,1.5,<0.001,0,4,2,1,5,4,Midwest,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3161,1.38,1.35,1.41,<0.001,0,0,3,1,5,4,Midwest,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3162,1.4,1.37,1.44,<0.001,0,1,3,1,5,4,Midwest,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3163,1.3,1.18,1.42,<0.001,0,2,3,1,5,4,Midwest,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3164,1.29,1.17,1.42,<0.001,0,3,3,1,5,4,Midwest,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3165,1.32,1.25,1.39,<0.001,0,4,3,1,5,4,Midwest,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3166,1.53,1.51,1.55,<0.001,0,0,1,2,5,4,South,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3167,1.59,1.56,1.61,<0.001,0,1,1,2,5,4,South,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3168,1.31,1.21,1.42,<0.001,0,2,1,2,5,4,South,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3169,1.39,1.29,1.49,<0.001,0,3,1,2,5,4,South,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3170,1.34,1.31,1.37,<0.001,0,4,1,2,5,4,South,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3171,1.43,1.41,1.45,<0.001,0,0,2,2,5,4,South,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3172,1.48,1.46,1.5,<0.001,0,1,2,2,5,4,South,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3173,1.2,1.11,1.3,<0.001,0,2,2,2,5,4,South,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3174,1.36,1.26,1.46,<0.001,0,3,2,2,5,4,South,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3175,1.29,1.26,1.32,<0.001,0,4,2,2,5,4,South,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3176,1.41,1.39,1.43,<0.001,0,0,3,2,5,4,South,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3177,1.45,1.42,1.47,<0.001,0,1,3,2,5,4,South,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3178,1.18,1.09,1.28,<0.001,1.00E-04,2,3,2,5,4,South,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3179,1.4,1.3,1.51,<0.001,0,3,3,2,5,4,South,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3180,1.29,1.26,1.33,<0.001,0,4,3,2,5,4,South,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3181,1.78,1.74,1.81,<0.001,0,0,1,3,5,4,West,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3182,1.87,1.81,1.93,<0.001,0,1,1,3,5,4,West,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3183,1.51,1.42,1.6,<0.001,0,2,1,3,5,4,West,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3184,1.87,1.81,1.94,<0.001,0,3,1,3,5,4,West,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3185,1.72,1.68,1.76,<0.001,0,4,1,3,5,4,West,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3186,1.69,1.66,1.73,<0.001,0,0,2,3,5,4,West,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3187,1.74,1.69,1.8,<0.001,0,1,2,3,5,4,West,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3188,1.36,1.28,1.45,<0.001,0,2,2,3,5,4,West,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3189,1.87,1.81,1.93,<0.001,0,3,2,3,5,4,West,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3190,1.63,1.59,1.67,<0.001,0,4,2,3,5,4,West,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3191,1.51,1.48,1.55,<0.001,0,0,3,3,5,4,West,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3192,1.46,1.41,1.51,<0.001,0,1,3,3,5,4,West,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3193,1.49,1.39,1.58,<0.001,0,2,3,3,5,4,West,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3194,1.72,1.66,1.78,<0.001,0,3,3,3,5,4,West,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3195,1.45,1.41,1.49,<0.001,0,4,3,3,5,4,West,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3196,1.57,1.55,1.59,<0.001,0,0,1,0,6,4,"Metro, 1 million+",Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3197,1.6,1.58,1.62,<0.001,0,1,1,0,6,4,"Metro, 1 million+",Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3198,1.33,1.21,1.46,<0.001,0,2,1,0,6,4,"Metro, 1 million+",Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3199,1.51,1.46,1.56,<0.001,0,3,1,0,6,4,"Metro, 1 million+",Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3200,1.53,1.5,1.56,<0.001,0,4,1,0,6,4,"Metro, 1 million+",Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3201,1.48,1.47,1.5,<0.001,0,0,2,0,6,4,"Metro, 1 million+",Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3202,1.5,1.48,1.52,<0.001,0,1,2,0,6,4,"Metro, 1 million+",Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3203,1.21,1.1,1.33,<0.001,1.00E-04,2,2,0,6,4,"Metro, 1 million+",Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3204,1.5,1.45,1.55,<0.001,0,3,2,0,6,4,"Metro, 1 million+",Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3205,1.45,1.43,1.48,<0.001,0,4,2,0,6,4,"Metro, 1 million+",Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3206,1.42,1.4,1.44,<0.001,0,0,3,0,6,4,"Metro, 1 million+",Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3207,1.41,1.39,1.43,<0.001,0,1,3,0,6,4,"Metro, 1 million+",Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3208,1.24,1.13,1.37,<0.001,0,2,3,0,6,4,"Metro, 1 million+",Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3209,1.51,1.46,1.56,<0.001,0,3,3,0,6,4,"Metro, 1 million+",Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3210,1.42,1.39,1.45,<0.001,0,4,3,0,6,4,"Metro, 1 million+",Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3211,1.59,1.56,1.62,<0.001,0,0,1,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3212,1.64,1.6,1.68,<0.001,0,1,1,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3213,1.24,1.11,1.38,<0.001,1.00E-04,2,1,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3214,1.76,1.66,1.86,<0.001,0,3,1,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3215,1.47,1.42,1.52,<0.001,0,4,1,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3216,1.48,1.45,1.51,<0.001,0,0,2,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3217,1.51,1.48,1.55,<0.001,0,1,2,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3218,1.11,1,1.23,0.062,0.0616,2,2,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value 0.062",O4A2M2
3219,1.73,1.64,1.84,<0.001,0,3,2,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3220,1.39,1.35,1.44,<0.001,0,4,2,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3221,1.49,1.46,1.52,<0.001,0,0,3,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3222,1.47,1.44,1.51,<0.001,0,1,3,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3223,1.19,1.06,1.32,0.002,0.0022,2,3,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value 0.002",O4A3M2
3224,1.94,1.83,2.07,<0.001,0,3,3,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3225,1.42,1.37,1.47,<0.001,0,4,3,1,6,4,"Metro, 0.25-0.99 million",Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3226,1.69,1.64,1.74,<0.001,0,0,1,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3227,1.86,1.8,1.92,<0.001,0,1,1,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3228,1.3,1.14,1.47,<0.001,0,2,1,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3229,1.24,1.07,1.43,0.003,0.0035,3,1,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value 0.003",O4A1M3
3230,1.4,1.33,1.47,<0.001,0,4,1,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3231,1.58,1.53,1.63,<0.001,0,0,2,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3232,1.73,1.67,1.79,<0.001,0,1,2,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3233,1.19,1.05,1.34,0.007,0.0068,2,2,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value 0.007",O4A2M2
3234,1.18,1.02,1.37,0.024,0.0244,3,2,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value 0.024",O4A2M3
3235,1.32,1.25,1.39,<0.001,0,4,2,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3236,1.45,1.41,1.5,<0.001,0,0,3,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3237,1.5,1.45,1.56,<0.001,0,1,3,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3238,1.37,1.21,1.56,<0.001,0,2,3,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3239,1.3,1.12,1.5,<0.001,6.00E-04,3,3,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3240,1.36,1.28,1.43,<0.001,0,4,3,2,6,4,"Metro, < 0.25 million",Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3241,1.68,1.64,1.71,<0.001,0,0,1,3,6,4,Non-metro,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3242,1.86,1.82,1.91,<0.001,0,1,1,3,6,4,Non-metro,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3243,1.42,1.34,1.5,<0.001,0,2,1,3,6,4,Non-metro,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3244,1.49,1.33,1.66,<0.001,0,3,1,3,6,4,Non-metro,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3245,1.23,1.17,1.28,<0.001,0,4,1,3,6,4,Non-metro,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3246,1.56,1.52,1.59,<0.001,0,0,2,3,6,4,Non-metro,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3247,1.74,1.69,1.78,<0.001,0,1,2,3,6,4,Non-metro,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3248,1.28,1.21,1.36,<0.001,0,2,2,3,6,4,Non-metro,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3249,1.43,1.28,1.6,<0.001,0,3,2,3,6,4,Non-metro,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3250,1.15,1.1,1.21,<0.001,0,4,2,3,6,4,Non-metro,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3251,1.36,1.33,1.39,<0.001,0,0,3,3,6,4,Non-metro,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3252,1.42,1.37,1.46,<0.001,0,1,3,3,6,4,Non-metro,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3253,1.39,1.31,1.48,<0.001,0,2,3,3,6,4,Non-metro,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3254,1.67,1.49,1.87,<0.001,0,3,3,3,6,4,Non-metro,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3255,1.12,1.06,1.17,<0.001,0,4,3,3,6,4,Non-metro,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3256,1.65,1.61,1.68,<0.001,0,0,1,0,7,4,Gini < 0.429,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3257,1.79,1.75,1.83,<0.001,0,1,1,0,7,4,Gini < 0.429,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3258,1.29,1.19,1.39,<0.001,0,2,1,0,7,4,Gini < 0.429,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3259,1.7,1.61,1.79,<0.001,0,3,1,0,7,4,Gini < 0.429,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3260,1.35,1.3,1.4,<0.001,0,4,1,0,7,4,Gini < 0.429,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3261,1.54,1.51,1.57,<0.001,0,0,2,0,7,4,Gini < 0.429,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3262,1.66,1.62,1.7,<0.001,0,1,2,0,7,4,Gini < 0.429,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3263,1.16,1.08,1.25,<0.001,1.00E-04,2,2,0,7,4,Gini < 0.429,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3264,1.67,1.59,1.76,<0.001,0,3,2,0,7,4,Gini < 0.429,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
