lat,lon,perc,desc,race_ethn,race_ethn,r_e
-72.6,44.3,37.5,"Washington County, VT, White 37.5%",0,0,White
-72.7,43.0,26.7,"Windham County, VT, White 26.7%",0,0,White
-72.6,43.6,25.7,"Windsor County, VT, White 25.7%",0,0,White
-75.8,37.8,27.2,"Accomack County, VA, White 27.2%",0,0,White
-75.8,37.8,13.4,"Accomack County, VA, African American 13.4%",1,1,African American
-78.6,38.0,29.8,"Albemarle County, VA, White 29.8%",0,0,White
-78.6,38.0,24.6,"Albemarle County, VA, African American 24.6%",1,1,African American
-80.0,37.8,22.9,"Alleghany County, VA, White 22.9%",0,0,White
-78.0,37.3,31.8,"Amelia County, VA, White 31.8%",0,0,White
-78.0,37.3,6.1,"Amelia County, VA, African American 6.1%",1,1,African American
-79.1,37.6,15.2,"Amherst County, VA, White 15.2%",0,0,White
-79.1,37.6,16.4,"Amherst County, VA, African American 16.4%",1,1,African American
-78.8,37.4,15.4,"Appomattox County, VA, White 15.4%",0,0,White
-78.8,37.4,9.5,"Appomattox County, VA, African American 9.5%",1,1,African American
-77.1,38.9,13.4,"Arlington County, VA, White 13.4%",0,0,White
-77.1,38.9,10.1,"Arlington County, VA, African American 10.1%",1,1,African American
-77.1,38.9,3.8,"Arlington County, VA, Asian 3.8%",3,3,Asian
-77.1,38.9,5.0,"Arlington County, VA, Hispanic 5%",4,4,Hispanic
-79.1,38.2,27.3,"Augusta County, VA, White 27.3%",0,0,White
-79.7,38.1,17.6,"Bath County, VA, White 17.6%",0,0,White
-79.5,37.3,14.2,"Bedford County, VA, White 14.2%",0,0,White
-79.5,37.3,17.9,"Bedford County, VA, African American 17.9%",1,1,African American
-81.1,37.1,16.7,"Bland County, VA, White 16.7%",0,0,White
-79.8,37.6,9.6,"Botetourt County, VA, White 9.6%",0,0,White
-79.8,37.6,10.0,"Botetourt County, VA, African American 10%",1,1,African American
-77.9,36.8,10.5,"Brunswick County, VA, White 10.5%",0,0,White
-77.9,36.8,4.0,"Brunswick County, VA, African American 4%",1,1,African American
-82.0,37.3,13.8,"Buchanan County, VA, White 13.8%",0,0,White
-78.5,37.6,19.0,"Buckingham County, VA, White 19%",0,0,White
-78.5,37.6,21.4,"Buckingham County, VA, African American 21.4%",1,1,African American
-79.1,37.2,15.4,"Campbell County, VA, White 15.4%",0,0,White
-79.1,37.2,17.8,"Campbell County, VA, African American 17.8%",1,1,African American
-77.4,38.0,17.0,"Caroline County, VA, White 17%",0,0,White
-77.4,38.0,18.0,"Caroline County, VA, African American 18%",1,1,African American
-80.7,36.7,25.4,"Carroll County, VA, White 25.4%",0,0,White
-77.1,37.4,17.2,"Charles City County, VA, African American 17.2%",1,1,African American
-78.7,37.0,11.1,"Charlotte County, VA, White 11.1%",0,0,White
-78.7,37.0,7.7,"Charlotte County, VA, African American 7.7%",1,1,African American
-77.6,37.4,23.6,"Chesterfield County, VA, White 23.6%",0,0,White
-77.6,37.4,11.4,"Chesterfield County, VA, African American 11.4%",1,1,African American
-77.6,37.4,10.0,"Chesterfield County, VA, Asian 10%",3,3,Asian
-77.6,37.4,25.0,"Chesterfield County, VA, Hispanic 25%",4,4,Hispanic
-78.0,39.1,18.5,"Clarke County, VA, White 18.5%",0,0,White
-80.2,37.5,20.0,"Craig County, VA, White 20%",0,0,White
-78.0,38.5,18.7,"Culpeper County, VA, White 18.7%",0,0,White
-78.0,38.5,9.6,"Culpeper County, VA, African American 9.6%",1,1,African American
-78.3,37.5,15.0,"Cumberland County, VA, African American 15%",1,1,African American
-82.3,37.1,11.9,"Dickenson County, VA, White 11.9%",0,0,White
-77.6,37.1,15.2,"Dinwiddie County, VA, White 15.2%",0,0,White
-77.6,37.1,7.5,"Dinwiddie County, VA, African American 7.5%",1,1,African American
-76.9,37.9,23.8,"Essex County, VA, White 23.8%",0,0,White
-76.9,37.9,12.5,"Essex County, VA, African American 12.5%",1,1,African American
-77.3,38.8,16.2,"Fairfax County, VA, White 16.2%",0,0,White
-77.3,38.8,10.6,"Fairfax County, VA, African American 10.6%",1,1,African American
-77.3,38.8,7.1,"Fairfax County, VA, Asian 7.1%",3,3,Asian
-77.3,38.8,7.9,"Fairfax County, VA, Hispanic 7.9%",4,4,Hispanic
-77.8,38.7,26.5,"Fauquier County, VA, White 26.5%",0,0,White
-77.8,38.7,13.6,"Fauquier County, VA, African American 13.6%",1,1,African American
-80.4,36.9,19.2,"Floyd County, VA, White 19.2%",0,0,White
-78.3,37.8,23.8,"Fluvanna County, VA, White 23.8%",0,0,White
-78.3,37.8,10.0,"Fluvanna County, VA, African American 10%",1,1,African American
-79.9,37.0,20.7,"Franklin County, VA, White 20.7%",0,0,White
-79.9,37.0,5.4,"Franklin County, VA, African American 5.4%",1,1,African American
-78.3,39.2,22.9,"Frederick County, VA, White 22.9%",0,0,White
-78.3,39.2,14.3,"Frederick County, VA, African American 14.3%",1,1,African American
-80.7,37.3,11.8,"Giles County, VA, White 11.8%",0,0,White
-76.5,37.4,19.4,"Gloucester County, VA, White 19.4%",0,0,White
-76.5,37.4,8.3,"Gloucester County, VA, African American 8.3%",1,1,African American
-77.9,37.7,9.5,"Goochland County, VA, White 9.5%",0,0,White
-77.9,37.7,5.4,"Goochland County, VA, African American 5.4%",1,1,African American
-81.2,36.7,28.9,"Grayson County, VA, White 28.9%",0,0,White
-78.5,38.3,26.7,"Greene County, VA, White 26.7%",0,0,White
-78.5,38.3,45.5,"Greene County, VA, African American 45.5%",1,1,African American
-77.6,36.7,2.6,"Greensville County, VA, African American 2.6%",1,1,African American
-78.9,36.8,13.5,"Halifax County, VA, White 13.5%",0,0,White
-78.9,36.8,12.3,"Halifax County, VA, African American 12.3%",1,1,African American
-77.5,37.8,19.4,"Hanover County, VA, White 19.4%",0,0,White
-77.5,37.8,10.7,"Hanover County, VA, African American 10.7%",1,1,African American
-77.3,37.4,18.9,"Henrico County, VA, White 18.9%",0,0,White
-77.3,37.4,10.2,"Henrico County, VA, African American 10.2%",1,1,African American
-77.3,37.4,10.0,"Henrico County, VA, Asian 10%",3,3,Asian
-77.3,37.4,33.3,"Henrico County, VA, Hispanic 33.3%",4,4,Hispanic
-80.0,36.6,9.6,"Henry County, VA, White 9.6%",0,0,White
-80.0,36.6,5.9,"Henry County, VA, African American 5.9%",1,1,African American
-76.7,36.9,20.9,"Isle of Wight County, VA, White 20.9%",0,0,White
-76.7,36.9,8.2,"Isle of Wight County, VA, African American 8.2%",1,1,African American
-76.8,37.3,37.0,"James City County, VA, White 37%",0,0,White
-76.8,37.3,8.1,"James City County, VA, African American 8.1%",1,1,African American
-76.9,37.7,10.5,"King and Queen County, VA, African American 10.5%",1,1,African American
-77.2,38.3,14.7,"King George County, VA, White 14.7%",0,0,White
-77.2,38.3,22.2,"King George County, VA, African American 22.2%",1,1,African American
-77.1,37.7,13.9,"King William County, VA, White 13.9%",0,0,White
-77.1,37.7,17.1,"King William County, VA, African American 17.1%",1,1,African American
-76.4,37.7,42.4,"Lancaster County, VA, White 42.4%",0,0,White
-76.4,37.7,26.7,"Lancaster County, VA, African American 26.7%",1,1,African American
-83.1,36.7,13.2,"Lee County, VA, White 13.2%",0,0,White
-77.6,39.1,17.9,"Loudoun County, VA, White 17.9%",0,0,White
-77.6,39.1,14.0,"Loudoun County, VA, African American 14%",1,1,African American
-77.6,39.1,0.0,"Loudoun County, VA, Asian 0%",3,3,Asian
-77.6,39.1,9.1,"Loudoun County, VA, Hispanic 9.1%",4,4,Hispanic
-78.0,38.0,22.4,"Louisa County, VA, White 22.4%",0,0,White
-78.0,38.0,18.1,"Louisa County, VA, African American 18.1%",1,1,African American
-78.2,36.9,18.8,"Lunenburg County, VA, White 18.8%",0,0,White
-78.2,36.9,12.9,"Lunenburg County, VA, African American 12.9%",1,1,African American
-78.3,38.4,24.0,"Madison County, VA, White 24%",0,0,White
-78.3,38.4,15.4,"Madison County, VA, African American 15.4%",1,1,African American
-76.3,37.4,16.7,"Mathews County, VA, White 16.7%",0,0,White
-76.3,37.4,26.7,"Mathews County, VA, African American 26.7%",1,1,African American
-78.4,36.7,6.3,"Mecklenburg County, VA, White 6.3%",0,0,White
-78.4,36.7,5.5,"Mecklenburg County, VA, African American 5.5%",1,1,African American
-76.5,37.6,42.4,"Middlesex County, VA, White 42.4%",0,0,White
-76.5,37.6,4.5,"Middlesex County, VA, African American 4.5%",1,1,African American
-80.4,37.2,19.4,"Montgomery County, VA, White 19.4%",0,0,White
-80.4,37.2,6.3,"Montgomery County, VA, African American 6.3%",1,1,African American
-78.9,37.8,25.0,"Nelson County, VA, White 25%",0,0,White
-78.9,37.8,27.0,"Nelson County, VA, African American 27%",1,1,African American
-77.0,37.5,10.0,"New Kent County, VA, White 10%",0,0,White
-77.0,37.5,8.0,"New Kent County, VA, African American 8%",1,1,African American
-75.9,37.3,42.9,"Northampton County, VA, White 42.9%",0,0,White
-75.9,37.3,15.6,"Northampton County, VA, African American 15.6%",1,1,African American
-76.4,37.9,25.7,"Northumberland County, VA, White 25.7%",0,0,White
-76.4,37.9,10.3,"Northumberland County, VA, African American 10.3%",1,1,African American
-78.1,37.1,13.6,"Nottoway County, VA, White 13.6%",0,0,White
-78.1,37.1,8.3,"Nottoway County, VA, African American 8.3%",1,1,African American
-78.0,38.3,26.3,"Orange County, VA, White 26.3%",0,0,White
-78.0,38.3,15.7,"Orange County, VA, African American 15.7%",1,1,African American
-78.5,38.6,25.3,"Page County, VA, White 25.3%",0,0,White
-80.3,36.7,19.6,"Patrick County, VA, White 19.6%",0,0,White
-79.4,36.8,18.7,"Pittsylvania County, VA, White 18.7%",0,0,White
-79.4,36.8,10.1,"Pittsylvania County, VA, African American 10.1%",1,1,African American
-77.9,37.5,0.0,"Powhatan County, VA, White 0%",0,0,White
-77.9,37.5,9.5,"Powhatan County, VA, African American 9.5%",1,1,African American
-78.4,37.2,20.9,"Prince Edward County, VA, White 20.9%",0,0,White
-78.4,37.2,10.3,"Prince Edward County, VA, African American 10.3%",1,1,African American
-77.2,37.2,8.3,"Prince George County, VA, White 8.3%",0,0,White
-77.2,37.2,2.6,"Prince George County, VA, African American 2.6%",1,1,African American
-77.5,38.7,19.1,"Prince William County, VA, White 19.1%",0,0,White
-77.5,38.7,14.8,"Prince William County, VA, African American 14.8%",1,1,African American
-77.5,38.7,9.5,"Prince William County, VA, Asian 9.5%",3,3,Asian
-77.5,38.7,20.8,"Prince William County, VA, Hispanic 20.8%",4,4,Hispanic
-80.7,37.1,12.6,"Pulaski County, VA, White 12.6%",0,0,White
-80.7,37.1,14.3,"Pulaski County, VA, African American 14.3%",1,1,African American
-78.2,38.7,18.5,"Rappahannock County, VA, White 18.5%",0,0,White
-76.7,37.9,41.2,"Richmond County, VA, White 41.2%",0,0,White
-76.7,37.9,8.0,"Richmond County, VA, African American 8%",1,1,African American
-80.2,37.3,21.7,"Roanoke County, VA, White 21.7%",0,0,White
-80.2,37.3,7.1,"Roanoke County, VA, African American 7.1%",1,1,African American
-79.4,37.8,17.5,"Rockbridge County, VA, White 17.5%",0,0,White
-78.9,38.5,20.7,"Rockingham County, VA, White 20.7%",0,0,White
-82.1,36.9,12.2,"Russell County, VA, White 12.2%",0,0,White
-82.6,36.7,22.0,"Scott County, VA, White 22%",0,0,White
-78.6,38.9,16.7,"Shenandoah County, VA, White 16.7%",0,0,White
-81.5,36.8,18.8,"Smyth County, VA, White 18.8%",0,0,White
-77.1,36.7,7.1,"Southampton County, VA, White 7.1%",0,0,White
-77.1,36.7,3.4,"Southampton County, VA, African American 3.4%",1,1,African American
-77.7,38.2,20.2,"Spotsylvania County, VA, White 20.2%",0,0,White
-77.7,38.2,9.8,"Spotsylvania County, VA, African American 9.8%",1,1,African American
-77.5,38.4,18.8,"Stafford County, VA, White 18.8%",0,0,White
-77.5,38.4,5.6,"Stafford County, VA, African American 5.6%",1,1,African American
-76.9,37.1,7.7,"Surry County, VA, African American 7.7%",1,1,African American
-77.3,36.9,46.2,"Sussex County, VA, White 46.2%",0,0,White
-77.3,36.9,3.8,"Sussex County, VA, African American 3.8%",1,1,African American
-81.6,37.1,19.5,"Tazewell County, VA, White 19.5%",0,0,White
-81.6,37.1,9.1,"Tazewell County, VA, African American 9.1%",1,1,African American
-78.2,38.9,24.6,"Warren County, VA, White 24.6%",0,0,White
-78.2,38.9,18.8,"Warren County, VA, African American 18.8%",1,1,African American
-82.0,36.7,22.6,"Washington County, VA, White 22.6%",0,0,White
-76.8,38.1,30.0,"Westmoreland County, VA, White 30%",0,0,White
-76.8,38.1,14.3,"Westmoreland County, VA, African American 14.3%",1,1,African American
-82.6,37.0,19.3,"Wise County, VA, White 19.3%",0,0,White
-81.1,36.9,18.6,"Wythe County, VA, White 18.6%",0,0,White
-76.4,37.2,25.9,"York County, VA, White 25.9%",0,0,White
-76.4,37.2,9.6,"York County, VA, African American 9.6%",1,1,African American
-77.1,38.8,11.6,"Alexandria city, VA, White 11.6%",0,0,White
-77.1,38.8,3.2,"Alexandria city, VA, African American 3.2%",1,1,African American
-77.1,38.8,23.1,"Alexandria city, VA, Asian 23.1%",3,3,Asian
-77.1,38.8,3.7,"Alexandria city, VA, Hispanic 3.7%",4,4,Hispanic
-79.5,37.3,25.6,"Bedford city, VA, White 25.6%",0,0,White
-79.5,37.3,0.0,"Bedford city, VA, African American 0%",1,1,African American
-82.2,36.6,27.3,"Bristol city, VA, White 27.3%",0,0,White
-79.4,37.7,14.7,"Buena Vista city, VA, White 14.7%",0,0,White
-78.5,38.0,29.1,"Charlottesville city, VA, White 29.1%",0,0,White
-78.5,38.0,22.9,"Charlottesville city, VA, African American 22.9%",1,1,African American
-76.3,36.7,20.2,"Chesapeake city, VA, White 20.2%",0,0,White
-76.3,36.7,11.5,"Chesapeake city, VA, African American 11.5%",1,1,African American
-76.3,36.7,16.7,"Chesapeake city, VA, Asian 16.7%",3,3,Asian
-76.3,36.7,9.1,"Chesapeake city, VA, Hispanic 9.1%",4,4,Hispanic
-77.4,37.3,15.8,"Colonial Heights city, VA, White 15.8%",0,0,White
-77.4,37.3,22.2,"Colonial Heights city, VA, African American 22.2%",1,1,African American
-80.0,37.8,18.6,"Covington city, VA, White 18.6%",0,0,White
-80.0,37.8,22.2,"Covington city, VA, African American 22.2%",1,1,African American
-79.4,36.6,23.1,"Danville city, VA, White 23.1%",0,0,White
-79.4,36.6,16.5,"Danville city, VA, African American 16.5%",1,1,African American
-77.5,36.7,23.1,"Emporia city, VA, White 23.1%",0,0,White
-77.5,36.7,13.2,"Emporia city, VA, African American 13.2%",1,1,African American
-77.3,38.9,14.7,"Fairfax city, VA, White 14.7%",0,0,White
-77.3,38.9,0.0,"Fairfax city, VA, African American 0%",1,1,African American
-77.3,38.9,16.0,"Fairfax city, VA, Asian 16%",3,3,Asian
-77.2,38.9,20.0,"Falls Church city, VA, White 20%",0,0,White
-76.9,36.7,11.8,"Franklin city, VA, White 11.8%",0,0,White
-76.9,36.7,3.6,"Franklin city, VA, African American 3.6%",1,1,African American
-77.5,38.3,25.7,"Fredericksburg city, VA, White 25.7%",0,0,White
-77.5,38.3,12.2,"Fredericksburg city, VA, African American 12.2%",1,1,African American
-80.9,36.7,26.3,"Galax city, VA, White 26.3%",0,0,White
-76.3,37.0,6.5,"Hampton city, VA, White 6.5%",0,0,White
-76.3,37.0,5.7,"Hampton city, VA, African American 5.7%",1,1,African American
-76.3,37.0,5.9,"Hampton city, VA, Hispanic 5.9%",4,4,Hispanic
-78.9,38.4,23.9,"Harrisonburg city, VA, White 23.9%",0,0,White
-78.9,38.4,15.4,"Harrisonburg city, VA, African American 15.4%",1,1,African American
-77.3,37.3,14.0,"Hopewell city, VA, White 14%",0,0,White
-77.3,37.3,7.0,"Hopewell city, VA, African American 7%",1,1,African American
-79.4,37.8,15.0,"Lexington city, VA, White 15%",0,0,White
-79.2,37.4,20.6,"Lynchburg city, VA, White 20.6%",0,0,White
-79.2,37.4,7.9,"Lynchburg city, VA, African American 7.9%",1,1,African American
-77.5,38.7,19.5,"Manassas city, VA, White 19.5%",0,0,White
-77.5,38.7,15.8,"Manassas city, VA, African American 15.8%",1,1,African American
-77.5,38.7,30.8,"Manassas city, VA, Asian 30.8%",3,3,Asian
-79.9,36.7,13.6,"Martinsville city, VA, White 13.6%",0,0,White
-79.9,36.7,6.9,"Martinsville city, VA, African American 6.9%",1,1,African American
-76.5,37.1,15.1,"Newport News city, VA, White 15.1%",0,0,White
-76.5,37.1,9.8,"Newport News city, VA, African American 9.8%",1,1,African American
-76.5,37.1,15.4,"Newport News city, VA, Hispanic 15.4%",4,4,Hispanic
-76.2,36.9,15.2,"Norfolk city, VA, White 15.2%",0,0,White
-76.2,36.9,9.8,"Norfolk city, VA, African American 9.8%",1,1,African American
-76.2,36.9,13.0,"Norfolk city, VA, Asian 13%",3,3,Asian
-76.2,36.9,14.3,"Norfolk city, VA, Hispanic 14.3%",4,4,Hispanic
-82.6,36.9,16.7,"Norton city, VA, White 16.7%",0,0,White
-77.4,37.2,14.8,"Petersburg city, VA, White 14.8%",0,0,White
-77.4,37.2,5.5,"Petersburg city, VA, African American 5.5%",1,1,African American
-76.3,37.1,20.0,"Poquoson city, VA, White 20%",0,0,White
-76.4,36.9,16.0,"Portsmouth city, VA, White 16%",0,0,White
-76.4,36.9,10.2,"Portsmouth city, VA, African American 10.2%",1,1,African American
-80.6,37.1,6.8,"Radford city, VA, White 6.8%",0,0,White
-77.5,37.5,16.4,"Richmond city, VA, White 16.4%",0,0,White
-77.5,37.5,11.0,"Richmond city, VA, African American 11%",1,1,African American
-77.5,37.5,0.0,"Richmond city, VA, Hispanic 0%",4,4,Hispanic
-80.0,37.3,14.1,"Roanoke city, VA, White 14.1%",0,0,White
-80.0,37.3,9.7,"Roanoke city, VA, African American 9.7%",1,1,African American
-80.1,37.3,15.2,"Salem city, VA, White 15.2%",0,0,White
-80.1,37.3,7.7,"Salem city, VA, African American 7.7%",1,1,African American
-79.1,38.2,28.2,"Staunton city, VA, White 28.2%",0,0,White
-79.1,38.2,11.8,"Staunton city, VA, African American 11.8%",1,1,African American
-76.6,36.7,23.4,"Suffolk city, VA, White 23.4%",0,0,White
-76.6,36.7,8.8,"Suffolk city, VA, African American 8.8%",1,1,African American
-76.0,36.8,16.8,"Virginia Beach city, VA, White 16.8%",0,0,White
-76.0,36.8,9.5,"Virginia Beach city, VA, African American 9.5%",1,1,African American
-76.0,36.8,18.2,"Virginia Beach city, VA, Asian 18.2%",3,3,Asian
-76.0,36.8,7.7,"Virginia Beach city, VA, Hispanic 7.7%",4,4,Hispanic
-78.9,38.1,29.6,"Waynesboro city, VA, White 29.6%",0,0,White
-78.9,38.1,9.1,"Waynesboro city, VA, African American 9.1%",1,1,African American
-76.7,37.3,47.2,"Williamsburg city, VA, White 47.2%",0,0,White
-76.7,37.3,14.3,"Williamsburg city, VA, African American 14.3%",1,1,African American
-78.2,39.2,23.5,"Winchester city, VA, White 23.5%",0,0,White
-78.2,39.2,18.2,"Winchester city, VA, African American 18.2%",1,1,African American
-118.5,47.0,30.0,"Adams County, WA, White 30%",0,0,White
-117.2,46.2,18.3,"Asotin County, WA, White 18.3%",0,0,White
-119.5,46.2,33.5,"Benton County, WA, White 33.5%",0,0,White
-119.5,46.2,9.1,"Benton County, WA, African American 9.1%",1,1,African American
-119.5,46.2,26.5,"Benton County, WA, Hispanic 26.5%",4,4,Hispanic
-120.6,47.9,18.6,"Chelan County, WA, White 18.6%",0,0,White
-123.9,48.1,26.9,"Clallam County, WA, White 26.9%",0,0,White
-122.5,45.8,33.1,"Clark County, WA, White 33.1%",0,0,White
-122.5,45.8,16.7,"Clark County, WA, African American 16.7%",1,1,African American
-122.5,45.8,25.0,"Clark County, WA, Asian 25%",3,3,Asian
-122.5,45.8,26.3,"Clark County, WA, Hispanic 26.3%",4,4,Hispanic
-117.9,46.3,33.3,"Columbia County, WA, White 33.3%",0,0,White
-122.7,46.2,44.0,"Cowlitz County, WA, White 44%",0,0,White
-122.7,46.2,35.7,"Cowlitz County, WA, Hispanic 35.7%",4,4,Hispanic
-119.7,47.7,43.3,"Douglas County, WA, White 43.3%",0,0,White
-118.9,46.5,23.1,"Franklin County, WA, White 23.1%",0,0,White
-118.9,46.5,25.9,"Franklin County, WA, Hispanic 25.9%",4,4,Hispanic
-119.5,47.2,32.0,"Grant County, WA, White 32%",0,0,White
-119.5,47.2,28.9,"Grant County, WA, Hispanic 28.9%",4,4,Hispanic
-123.8,47.1,32.5,"Grays Harbor County, WA, White 32.5%",0,0,White
-123.8,47.1,30.8,"Grays Harbor County, WA, Native American 30.8%",2,2,Native American
-122.7,48.2,33.6,"Island County, WA, White 33.6%",0,0,White
-123.5,47.8,23.3,"Jefferson County, WA, White 23.3%",0,0,White
-121.8,47.5,29.8,"King County, WA, White 29.8%",0,0,White
-121.8,47.5,20.7,"King County, WA, African American 20.7%",1,1,African American
-121.8,47.5,16.0,"King County, WA, Native American 16%",2,2,Native American
-121.8,47.5,21.7,"King County, WA, Asian 21.7%",3,3,Asian
-121.8,47.5,21.5,"King County, WA, Hispanic 21.5%",4,4,Hispanic
-122.6,47.6,22.5,"Kitsap County, WA, White 22.5%",0,0,White
-122.6,47.6,14.3,"Kitsap County, WA, African American 14.3%",1,1,African American
-122.6,47.6,16.0,"Kitsap County, WA, Asian 16%",3,3,Asian
-122.6,47.6,20.0,"Kitsap County, WA, Hispanic 20%",4,4,Hispanic
-120.7,47.1,42.4,"Kittitas County, WA, White 42.4%",0,0,White
-120.8,45.9,40.5,"Klickitat County, WA, White 40.5%",0,0,White
-122.4,46.6,30.2,"Lewis County, WA, White 30.2%",0,0,White
-118.4,47.6,28.0,"Lincoln County, WA, White 28%",0,0,White
-123.2,47.4,31.8,"Mason County, WA, White 31.8%",0,0,White
-119.7,48.6,19.7,"Okanogan County, WA, White 19.7%",0,0,White
-119.7,48.6,23.5,"Okanogan County, WA, Native American 23.5%",2,2,Native American
-123.8,46.6,37.3,"Pacific County, WA, White 37.3%",0,0,White
-117.2,48.5,30.3,"Pend Oreille County, WA, White 30.3%",0,0,White
-122.1,47.0,29.6,"Pierce County, WA, White 29.6%",0,0,White
-122.1,47.0,20.0,"Pierce County, WA, African American 20%",1,1,African American
-122.1,47.0,20.8,"Pierce County, WA, Native American 20.8%",2,2,Native American
