aor,low,hi,pChar,pNum,minority,adj,lev,var,outcome,desc,oam
1.51,1.49,1.54,<0.001,0,1,2,1,3,4,Age 40-64,O4A2M1
1.14,1.07,1.21,<0.001,0,2,2,1,3,4,Age 40-64,O4A2M2
1.56,1.48,1.64,<0.001,0,3,2,1,3,4,Age 40-64,O4A2M3
1.48,1.44,1.51,<0.001,0,4,2,1,3,4,Age 40-64,O4A2M4
1.38,1.35,1.4,<0.001,0,0,3,1,3,4,Age 40-64,O4A3M0
1.38,1.35,1.4,<0.001,0,1,3,1,3,4,Age 40-64,O4A3M1
1.19,1.11,1.27,<0.001,0,2,3,1,3,4,Age 40-64,O4A3M2
1.55,1.47,1.63,<0.001,0,3,3,1,3,4,Age 40-64,O4A3M3
1.38,1.34,1.41,<0.001,0,4,3,1,3,4,Age 40-64,O4A3M4
1.56,1.54,1.58,<0.001,0,0,1,2,3,4,Age 65-79,O4A1M0
1.6,1.57,1.62,<0.001,0,1,1,2,3,4,Age 65-79,O4A1M1
1.19,1.12,1.27,<0.001,0,2,1,2,3,4,Age 65-79,O4A1M2
1.63,1.57,1.69,<0.001,0,3,1,2,3,4,Age 65-79,O4A1M3
1.48,1.45,1.52,<0.001,0,4,1,2,3,4,Age 65-79,O4A1M4
1.55,1.53,1.57,<0.001,0,0,2,2,3,4,Age 65-79,O4A2M0
1.59,1.56,1.61,<0.001,0,1,2,2,3,4,Age 65-79,O4A2M1
1.18,1.11,1.26,<0.001,0,2,2,2,3,4,Age 65-79,O4A2M2
1.62,1.56,1.69,<0.001,0,3,2,2,3,4,Age 65-79,O4A2M3
1.48,1.45,1.51,<0.001,0,4,2,2,3,4,Age 65-79,O4A2M4
1.42,1.4,1.44,<0.001,0,0,3,2,3,4,Age 65-79,O4A3M0
1.44,1.41,1.46,<0.001,0,1,3,2,3,4,Age 65-79,O4A3M1
1.31,1.22,1.4,<0.001,0,2,3,2,3,4,Age 65-79,O4A3M2
1.6,1.54,1.67,<0.001,0,3,3,2,3,4,Age 65-79,O4A3M3
1.35,1.31,1.38,<0.001,0,4,3,2,3,4,Age 65-79,O4A3M4
1.68,1.65,1.71,<0.001,0,0,1,3,3,4,Age 80+,O4A1M0
1.73,1.69,1.77,<0.001,0,1,1,3,3,4,Age 80+,O4A1M1
1.3,1.14,1.49,<0.001,1.00E-04,2,1,3,3,4,Age 80+,O4A1M2
1.73,1.64,1.81,<0.001,0,3,1,3,3,4,Age 80+,O4A1M3
1.58,1.53,1.63,<0.001,0,4,1,3,3,4,Age 80+,O4A1M4
1.69,1.65,1.72,<0.001,0,0,2,3,3,4,Age 80+,O4A2M0
1.74,1.7,1.78,<0.001,0,1,2,3,3,4,Age 80+,O4A2M1
1.31,1.15,1.5,<0.001,1.00E-04,2,2,3,3,4,Age 80+,O4A2M2
1.73,1.65,1.82,<0.001,0,3,2,3,3,4,Age 80+,O4A2M3
1.58,1.53,1.63,<0.001,0,4,2,3,3,4,Age 80+,O4A2M4
1.55,1.51,1.58,<0.001,0,0,3,3,3,4,Age 80+,O4A3M0
1.56,1.52,1.6,<0.001,0,1,3,3,3,4,Age 80+,O4A3M1
1.46,1.27,1.68,<0.001,0,2,3,3,3,4,Age 80+,O4A3M2
1.72,1.63,1.81,<0.001,0,3,3,3,3,4,Age 80+,O4A3M3
1.44,1.39,1.5,<0.001,0,4,3,3,3,4,Age 80+,O4A3M4
1.59,1.58,1.61,<0.001,0,0,1,0,4,4,Male,O4A1M0
1.62,1.59,1.64,<0.001,0,1,1,0,4,4,Male,O4A1M1
1.28,1.2,1.36,<0.001,0,2,1,0,4,4,Male,O4A1M2
1.68,1.62,1.74,<0.001,0,3,1,0,4,4,Male,O4A1M3
1.56,1.53,1.59,<0.001,0,4,1,0,4,4,Male,O4A1M4
1.51,1.49,1.53,<0.001,0,0,2,0,4,4,Male,O4A2M0
1.51,1.49,1.53,<0.001,0,1,2,0,4,4,Male,O4A2M1
1.18,1.11,1.25,<0.001,0,2,2,0,4,4,Male,O4A2M2
1.66,1.6,1.72,<0.001,0,3,2,0,4,4,Male,O4A2M3
1.49,1.46,1.52,<0.001,0,4,2,0,4,4,Male,O4A2M4
1.4,1.38,1.41,<0.001,0,0,3,0,4,4,Male,O4A3M0
1.37,1.35,1.4,<0.001,0,1,3,0,4,4,Male,O4A3M1
1.28,1.2,1.37,<0.001,0,2,3,0,4,4,Male,O4A3M2
1.67,1.61,1.74,<0.001,0,3,3,0,4,4,Male,O4A3M3
1.38,1.35,1.41,<0.001,0,4,3,0,4,4,Male,O4A3M4
1.71,1.69,1.73,<0.001,0,0,1,1,4,4,Female,O4A1M0
1.78,1.75,1.8,<0.001,0,1,1,1,4,4,Female,O4A1M1
1.32,1.25,1.4,<0.001,0,2,1,1,4,4,Female,O4A1M2
1.61,1.55,1.67,<0.001,0,3,1,1,4,4,Female,O4A1M3
1.61,1.57,1.64,<0.001,0,4,1,1,4,4,Female,O4A1M4
1.61,1.59,1.63,<0.001,0,0,2,1,4,4,Female,O4A2M0
1.67,1.64,1.69,<0.001,0,1,2,1,4,4,Female,O4A2M1
1.2,1.13,1.27,<0.001,0,2,2,1,4,4,Female,O4A2M2
1.61,1.55,1.67,<0.001,0,3,2,1,4,4,Female,O4A2M3
1.52,1.49,1.55,<0.001,0,4,2,1,4,4,Female,O4A2M4
1.48,1.46,1.5,<0.001,0,0,3,1,4,4,Female,O4A3M0
1.51,1.48,1.53,<0.001,0,1,3,1,4,4,Female,O4A3M1
1.28,1.21,1.36,<0.001,0,2,3,1,4,4,Female,O4A3M2
1.6,1.53,1.66,<0.001,0,3,3,1,4,4,Female,O4A3M3
1.38,1.35,1.42,<0.001,0,4,3,1,4,4,Female,O4A3M4
1.69,1.65,1.73,<0.001,0,0,1,0,5,4,Northeast,O4A1M0
1.66,1.62,1.7,<0.001,0,1,1,0,5,4,Northeast,O4A1M1
1.22,0.99,1.51,0.058,0.0584,2,1,0,5,4,Northeast,O4A1M2
1.71,1.59,1.84,<0.001,0,3,1,0,5,4,Northeast,O4A1M3
1.82,1.75,1.9,<0.001,0,4,1,0,5,4,Northeast,O4A1M4
1.58,1.54,1.61,<0.001,0,0,2,0,5,4,Northeast,O4A2M0
1.54,1.5,1.58,<0.001,0,1,2,0,5,4,Northeast,O4A2M1
1.13,0.92,1.39,0.242,0.2423,2,2,0,5,4,Northeast,O4A2M2
1.67,1.55,1.8,<0.001,0,3,2,0,5,4,Northeast,O4A2M3
1.7,1.63,1.77,<0.001,0,4,2,0,5,4,Northeast,O4A2M4
1.35,1.32,1.39,<0.001,0,0,3,0,5,4,Northeast,O4A3M0
1.32,1.28,1.35,<0.001,0,1,3,0,5,4,Northeast,O4A3M1
1.13,0.91,1.41,0.257,0.2571,2,3,0,5,4,Northeast,O4A3M2
1.43,1.32,1.54,<0.001,0,3,3,0,5,4,Northeast,O4A3M3
1.47,1.4,1.54,<0.001,0,4,3,0,5,4,Northeast,O4A3M4
1.67,1.64,1.7,<0.001,0,0,1,1,5,4,Midwest,O4A1M0
1.72,1.68,1.75,<0.001,0,1,1,1,5,4,Midwest,O4A1M1
1.37,1.25,1.5,<0.001,0,2,1,1,5,4,Midwest,O4A1M2
1.45,1.33,1.59,<0.001,0,3,1,1,5,4,Midwest,O4A1M3
1.52,1.44,1.59,<0.001,0,4,1,1,5,4,Midwest,O4A1M4
1.55,1.52,1.58,<0.001,0,0,2,1,5,4,Midwest,O4A2M0
1.59,1.56,1.63,<0.001,0,1,2,1,5,4,Midwest,O4A2M1
1.23,1.12,1.34,<0.001,0,2,2,1,5,4,Midwest,O4A2M2
1.41,1.29,1.54,<0.001,0,3,2,1,5,4,Midwest,O4A2M3
1.43,1.36,1.5,<0.001,0,4,2,1,5,4,Midwest,O4A2M4
1.38,1.35,1.41,<0.001,0,0,3,1,5,4,Midwest,O4A3M0
1.4,1.37,1.44,<0.001,0,1,3,1,5,4,Midwest,O4A3M1
1.3,1.18,1.42,<0.001,0,2,3,1,5,4,Midwest,O4A3M2
1.29,1.17,1.42,<0.001,0,3,3,1,5,4,Midwest,O4A3M3
1.32,1.25,1.39,<0.001,0,4,3,1,5,4,Midwest,O4A3M4
1.53,1.51,1.55,<0.001,0,0,1,2,5,4,South,O4A1M0
1.59,1.56,1.61,<0.001,0,1,1,2,5,4,South,O4A1M1
1.31,1.21,1.42,<0.001,0,2,1,2,5,4,South,O4A1M2
1.39,1.29,1.49,<0.001,0,3,1,2,5,4,South,O4A1M3
1.34,1.31,1.37,<0.001,0,4,1,2,5,4,South,O4A1M4
1.43,1.41,1.45,<0.001,0,0,2,2,5,4,South,O4A2M0
1.48,1.46,1.5,<0.001,0,1,2,2,5,4,South,O4A2M1
1.2,1.11,1.3,<0.001,0,2,2,2,5,4,South,O4A2M2
1.36,1.26,1.46,<0.001,0,3,2,2,5,4,South,O4A2M3
1.29,1.26,1.32,<0.001,0,4,2,2,5,4,South,O4A2M4
1.41,1.39,1.43,<0.001,0,0,3,2,5,4,South,O4A3M0
1.45,1.42,1.47,<0.001,0,1,3,2,5,4,South,O4A3M1
1.18,1.09,1.28,<0.001,1.00E-04,2,3,2,5,4,South,O4A3M2
1.4,1.3,1.51,<0.001,0,3,3,2,5,4,South,O4A3M3
1.29,1.26,1.33,<0.001,0,4,3,2,5,4,South,O4A3M4
1.78,1.74,1.81,<0.001,0,0,1,3,5,4,West,O4A1M0
1.87,1.81,1.93,<0.001,0,1,1,3,5,4,West,O4A1M1
1.51,1.42,1.6,<0.001,0,2,1,3,5,4,West,O4A1M2
1.87,1.81,1.94,<0.001,0,3,1,3,5,4,West,O4A1M3
1.72,1.68,1.76,<0.001,0,4,1,3,5,4,West,O4A1M4
1.69,1.66,1.73,<0.001,0,0,2,3,5,4,West,O4A2M0
1.74,1.69,1.8,<0.001,0,1,2,3,5,4,West,O4A2M1
1.36,1.28,1.45,<0.001,0,2,2,3,5,4,West,O4A2M2
1.87,1.81,1.93,<0.001,0,3,2,3,5,4,West,O4A2M3
1.63,1.59,1.67,<0.001,0,4,2,3,5,4,West,O4A2M4
1.51,1.48,1.55,<0.001,0,0,3,3,5,4,West,O4A3M0
1.46,1.41,1.51,<0.001,0,1,3,3,5,4,West,O4A3M1
1.49,1.39,1.58,<0.001,0,2,3,3,5,4,West,O4A3M2
1.72,1.66,1.78,<0.001,0,3,3,3,5,4,West,O4A3M3
1.45,1.41,1.49,<0.001,0,4,3,3,5,4,West,O4A3M4
1.57,1.55,1.59,<0.001,0,0,1,0,6,4,"Metro, 1 million+",O4A1M0
1.6,1.58,1.62,<0.001,0,1,1,0,6,4,"Metro, 1 million+",O4A1M1
1.33,1.21,1.46,<0.001,0,2,1,0,6,4,"Metro, 1 million+",O4A1M2
1.51,1.46,1.56,<0.001,0,3,1,0,6,4,"Metro, 1 million+",O4A1M3
1.53,1.5,1.56,<0.001,0,4,1,0,6,4,"Metro, 1 million+",O4A1M4
1.48,1.47,1.5,<0.001,0,0,2,0,6,4,"Metro, 1 million+",O4A2M0
1.5,1.48,1.52,<0.001,0,1,2,0,6,4,"Metro, 1 million+",O4A2M1
1.21,1.1,1.33,<0.001,1.00E-04,2,2,0,6,4,"Metro, 1 million+",O4A2M2
1.5,1.45,1.55,<0.001,0,3,2,0,6,4,"Metro, 1 million+",O4A2M3
1.45,1.43,1.48,<0.001,0,4,2,0,6,4,"Metro, 1 million+",O4A2M4
1.42,1.4,1.44,<0.001,0,0,3,0,6,4,"Metro, 1 million+",O4A3M0
1.41,1.39,1.43,<0.001,0,1,3,0,6,4,"Metro, 1 million+",O4A3M1
1.24,1.13,1.37,<0.001,0,2,3,0,6,4,"Metro, 1 million+",O4A3M2
1.51,1.46,1.56,<0.001,0,3,3,0,6,4,"Metro, 1 million+",O4A3M3
1.42,1.39,1.45,<0.001,0,4,3,0,6,4,"Metro, 1 million+",O4A3M4
1.59,1.56,1.62,<0.001,0,0,1,1,6,4,"Metro, 0.25-0.99 million",O4A1M0
1.64,1.6,1.68,<0.001,0,1,1,1,6,4,"Metro, 0.25-0.99 million",O4A1M1
1.24,1.11,1.38,<0.001,1.00E-04,2,1,1,6,4,"Metro, 0.25-0.99 million",O4A1M2
1.76,1.66,1.86,<0.001,0,3,1,1,6,4,"Metro, 0.25-0.99 million",O4A1M3
1.47,1.42,1.52,<0.001,0,4,1,1,6,4,"Metro, 0.25-0.99 million",O4A1M4
1.48,1.45,1.51,<0.001,0,0,2,1,6,4,"Metro, 0.25-0.99 million",O4A2M0
1.51,1.48,1.55,<0.001,0,1,2,1,6,4,"Metro, 0.25-0.99 million",O4A2M1
1.11,1,1.23,0.062,0.0616,2,2,1,6,4,"Metro, 0.25-0.99 million",O4A2M2
1.73,1.64,1.84,<0.001,0,3,2,1,6,4,"Metro, 0.25-0.99 million",O4A2M3
1.39,1.35,1.44,<0.001,0,4,2,1,6,4,"Metro, 0.25-0.99 million",O4A2M4
1.49,1.46,1.52,<0.001,0,0,3,1,6,4,"Metro, 0.25-0.99 million",O4A3M0
1.47,1.44,1.51,<0.001,0,1,3,1,6,4,"Metro, 0.25-0.99 million",O4A3M1
1.19,1.06,1.32,0.002,0.0022,2,3,1,6,4,"Metro, 0.25-0.99 million",O4A3M2
1.94,1.83,2.07,<0.001,0,3,3,1,6,4,"Metro, 0.25-0.99 million",O4A3M3
1.42,1.37,1.47,<0.001,0,4,3,1,6,4,"Metro, 0.25-0.99 million",O4A3M4
1.69,1.64,1.74,<0.001,0,0,1,2,6,4,"Metro, < 0.25 million",O4A1M0
1.86,1.8,1.92,<0.001,0,1,1,2,6,4,"Metro, < 0.25 million",O4A1M1
1.3,1.14,1.47,<0.001,0,2,1,2,6,4,"Metro, < 0.25 million",O4A1M2
1.24,1.07,1.43,0.003,0.0035,3,1,2,6,4,"Metro, < 0.25 million",O4A1M3
1.4,1.33,1.47,<0.001,0,4,1,2,6,4,"Metro, < 0.25 million",O4A1M4
1.58,1.53,1.63,<0.001,0,0,2,2,6,4,"Metro, < 0.25 million",O4A2M0
1.73,1.67,1.79,<0.001,0,1,2,2,6,4,"Metro, < 0.25 million",O4A2M1
1.19,1.05,1.34,0.007,0.0068,2,2,2,6,4,"Metro, < 0.25 million",O4A2M2
1.18,1.02,1.37,0.024,0.0244,3,2,2,6,4,"Metro, < 0.25 million",O4A2M3
1.32,1.25,1.39,<0.001,0,4,2,2,6,4,"Metro, < 0.25 million",O4A2M4
1.45,1.41,1.5,<0.001,0,0,3,2,6,4,"Metro, < 0.25 million",O4A3M0
1.5,1.45,1.56,<0.001,0,1,3,2,6,4,"Metro, < 0.25 million",O4A3M1
1.37,1.21,1.56,<0.001,0,2,3,2,6,4,"Metro, < 0.25 million",O4A3M2
1.3,1.12,1.5,<0.001,6.00E-04,3,3,2,6,4,"Metro, < 0.25 million",O4A3M3
1.36,1.28,1.43,<0.001,0,4,3,2,6,4,"Metro, < 0.25 million",O4A3M4
1.68,1.64,1.71,<0.001,0,0,1,3,6,4,Non-metro,O4A1M0
1.86,1.82,1.91,<0.001,0,1,1,3,6,4,Non-metro,O4A1M1
1.42,1.34,1.5,<0.001,0,2,1,3,6,4,Non-metro,O4A1M2
1.49,1.33,1.66,<0.001,0,3,1,3,6,4,Non-metro,O4A1M3
1.23,1.17,1.28,<0.001,0,4,1,3,6,4,Non-metro,O4A1M4
1.56,1.52,1.59,<0.001,0,0,2,3,6,4,Non-metro,O4A2M0
1.74,1.69,1.78,<0.001,0,1,2,3,6,4,Non-metro,O4A2M1
1.28,1.21,1.36,<0.001,0,2,2,3,6,4,Non-metro,O4A2M2
1.43,1.28,1.6,<0.001,0,3,2,3,6,4,Non-metro,O4A2M3
1.15,1.1,1.21,<0.001,0,4,2,3,6,4,Non-metro,O4A2M4
1.36,1.33,1.39,<0.001,0,0,3,3,6,4,Non-metro,O4A3M0
1.42,1.37,1.46,<0.001,0,1,3,3,6,4,Non-metro,O4A3M1
1.39,1.31,1.48,<0.001,0,2,3,3,6,4,Non-metro,O4A3M2
1.67,1.49,1.87,<0.001,0,3,3,3,6,4,Non-metro,O4A3M3
1.12,1.06,1.17,<0.001,0,4,3,3,6,4,Non-metro,O4A3M4
1.65,1.61,1.68,<0.001,0,0,1,0,7,4,Gini < 0.429,O4A1M0
1.79,1.75,1.83,<0.001,0,1,1,0,7,4,Gini < 0.429,O4A1M1
1.29,1.19,1.39,<0.001,0,2,1,0,7,4,Gini < 0.429,O4A1M2
1.7,1.61,1.79,<0.001,0,3,1,0,7,4,Gini < 0.429,O4A1M3
1.35,1.3,1.4,<0.001,0,4,1,0,7,4,Gini < 0.429,O4A1M4
1.54,1.51,1.57,<0.001,0,0,2,0,7,4,Gini < 0.429,O4A2M0
1.66,1.62,1.7,<0.001,0,1,2,0,7,4,Gini < 0.429,O4A2M1
1.16,1.08,1.25,<0.001,1.00E-04,2,2,0,7,4,Gini < 0.429,O4A2M2
1.67,1.59,1.76,<0.001,0,3,2,0,7,4,Gini < 0.429,O4A2M3
1.27,1.22,1.32,<0.001,0,4,2,0,7,4,Gini < 0.429,O4A2M4
1.48,1.45,1.52,<0.001,0,0,3,0,7,4,Gini < 0.429,O4A3M0
1.5,1.46,1.54,<0.001,0,1,3,0,7,4,Gini < 0.429,O4A3M1
1.33,1.23,1.44,<0.001,0,2,3,0,7,4,Gini < 0.429,O4A3M2
1.89,1.79,2,<0.001,0,3,3,0,7,4,Gini < 0.429,O4A3M3
1.32,1.27,1.37,<0.001,0,4,3,0,7,4,Gini < 0.429,O4A3M4
1.53,1.5,1.55,<0.001,0,0,1,1,7,4,Gini 0.430-0.452,O4A1M0
1.64,1.61,1.68,<0.001,0,1,1,1,7,4,Gini 0.430-0.452,O4A1M1
1.24,1.16,1.33,<0.001,0,2,1,1,7,4,Gini 0.430-0.452,O4A1M2
1.62,1.54,1.7,<0.001,0,3,1,1,7,4,Gini 0.430-0.452,O4A1M3
1.31,1.27,1.35,<0.001,0,4,1,1,7,4,Gini 0.430-0.452,O4A1M4
1.43,1.41,1.46,<0.001,0,0,2,1,7,4,Gini 0.430-0.452,O4A2M0
1.53,1.5,1.56,<0.001,0,1,2,1,7,4,Gini 0.430-0.452,O4A2M1
1.13,1.05,1.21,<0.001,7.00E-04,2,2,1,7,4,Gini 0.430-0.452,O4A2M2
1.6,1.52,1.69,<0.001,0,3,2,1,7,4,Gini 0.430-0.452,O4A2M3
1.24,1.2,1.28,<0.001,0,4,2,1,7,4,Gini 0.430-0.452,O4A2M4
1.45,1.42,1.48,<0.001,0,0,3,1,7,4,Gini 0.430-0.452,O4A3M0
1.49,1.45,1.52,<0.001,0,1,3,1,7,4,Gini 0.430-0.452,O4A3M1
1.24,1.15,1.33,<0.001,0,2,3,1,7,4,Gini 0.430-0.452,O4A3M2
1.72,1.63,1.81,<0.001,0,3,3,1,7,4,Gini 0.430-0.452,O4A3M3
1.34,1.3,1.39,<0.001,0,4,3,1,7,4,Gini 0.430-0.452,O4A3M4
1.49,1.46,1.51,<0.001,0,0,1,2,7,4,Gini 0.453-0.481,O4A1M0
1.55,1.52,1.58,<0.001,0,1,1,2,7,4,Gini 0.453-0.481,O4A1M1
1.41,1.29,1.56,<0.001,0,2,1,2,7,4,Gini 0.453-0.481,O4A1M2
1.41,1.33,1.49,<0.001,0,3,1,2,7,4,Gini 0.453-0.481,O4A1M3
1.35,1.32,1.39,<0.001,0,4,1,2,7,4,Gini 0.453-0.481,O4A1M4
1.39,1.36,1.41,<0.001,0,0,2,2,7,4,Gini 0.453-0.481,O4A2M0
1.43,1.41,1.46,<0.001,0,1,2,2,7,4,Gini 0.453-0.481,O4A2M1
1.28,1.16,1.4,<0.001,0,2,2,2,7,4,Gini 0.453-0.481,O4A2M2
1.39,1.32,1.47,<0.001,0,3,2,2,7,4,Gini 0.453-0.481,O4A2M3
1.27,1.24,1.31,<0.001,0,4,2,2,7,4,Gini 0.453-0.481,O4A2M4
1.38,1.35,1.4,<0.001,0,0,3,2,7,4,Gini 0.453-0.481,O4A3M0
1.41,1.38,1.44,<0.001,0,1,3,2,7,4,Gini 0.453-0.481,O4A3M1
1.34,1.22,1.48,<0.001,0,2,3,2,7,4,Gini 0.453-0.481,O4A3M2
1.5,1.42,1.59,<0.001,0,3,3,2,7,4,Gini 0.453-0.481,O4A3M3
1.25,1.21,1.29,<0.001,0,4,3,2,7,4,Gini 0.453-0.481,O4A3M4
1.51,1.49,1.54,<0.001,0,0,1,3,7,4,> 0.481,O4A1M0
1.48,1.45,1.51,<0.001,0,1,1,3,7,4,> 0.481,O4A1M1
1.37,1.21,1.55,<0.001,0,2,1,3,7,4,> 0.481,O4A1M2
1.45,1.38,1.53,<0.001,0,3,1,3,7,4,> 0.481,O4A1M3
1.61,1.56,1.65,<0.001,0,4,1,3,7,4,> 0.481,O4A1M4
1.43,1.4,1.46,<0.001,0,0,2,3,7,4,> 0.481,O4A2M0
1.39,1.36,1.42,<0.001,0,1,2,3,7,4,> 0.481,O4A2M1
1.27,1.12,1.43,<0.001,2.00E-04,2,2,3,7,4,> 0.481,O4A2M2
1.45,1.37,1.52,<0.001,0,3,2,3,7,4,> 0.481,O4A2M3
1.53,1.49,1.57,<0.001,0,4,2,3,7,4,> 0.481,O4A2M4
1.42,1.39,1.45,<0.001,0,0,3,3,7,4,> 0.481,O4A3M0
1.39,1.36,1.42,<0.001,0,1,3,3,7,4,> 0.481,O4A3M1
1.29,1.13,1.46,<0.001,1.00E-04,2,3,3,7,4,> 0.481,O4A3M2
1.34,1.27,1.42,<0.001,0,3,3,3,7,4,> 0.481,O4A3M3
1.51,1.47,1.56,<0.001,0,4,3,3,7,4,> 0.481,O4A3M4
1.57,1.55,1.59,<0.001,0,0,1,0,8,4,Diabetes,O4A1M0
1.63,1.6,1.65,<0.001,0,1,1,0,8,4,Diabetes,O4A1M1
1.25,1.2,1.32,<0.001,0,2,1,0,8,4,Diabetes,O4A1M2
1.57,1.51,1.62,<0.001,0,3,1,0,8,4,Diabetes,O4A1M3
1.51,1.49,1.54,<0.001,0,4,1,0,8,4,Diabetes,O4A1M4
1.53,1.51,1.55,<0.001,0,0,2,0,8,4,Diabetes,O4A2M0
1.58,1.55,1.6,<0.001,0,1,2,0,8,4,Diabetes,O4A2M1
1.19,1.13,1.25,<0.001,0,2,2,0,8,4,Diabetes,O4A2M2
1.57,1.52,1.63,<0.001,0,3,2,0,8,4,Diabetes,O4A2M3
1.48,1.45,1.51,<0.001,0,4,2,0,8,4,Diabetes,O4A2M4
1.41,1.39,1.43,<0.001,0,0,3,0,8,4,Diabetes,O4A3M0
1.44,1.42,1.47,<0.001,0,1,3,0,8,4,Diabetes,O4A3M1
1.27,1.21,1.34,<0.001,0,2,3,0,8,4,Diabetes,O4A3M2
1.57,1.52,1.63,<0.001,0,3,3,0,8,4,Diabetes,O4A3M3
1.35,1.32,1.38,<0.001,0,4,3,0,8,4,Diabetes,O4A3M4
1.75,1.72,1.78,<0.001,0,0,1,1,8,4,Hypertension,O4A1M0
1.76,1.73,1.79,<0.001,0,1,1,1,8,4,Hypertension,O4A1M1
1.42,1.24,1.63,<0.001,0,2,1,1,8,4,Hypertension,O4A1M2
1.77,1.68,1.86,<0.001,0,3,1,1,8,4,Hypertension,O4A1M3
1.68,1.62,1.73,<0.001,0,4,1,1,8,4,Hypertension,O4A1M4
1.57,1.54,1.6,<0.001,0,0,2,1,8,4,Hypertension,O4A2M0
1.56,1.53,1.58,<0.001,0,1,2,1,8,4,Hypertension,O4A2M1
1.27,1.11,1.45,<0.001,6.00E-04,2,2,1,8,4,Hypertension,O4A2M2
1.73,1.65,1.82,<0.001,0,3,2,1,8,4,Hypertension,O4A2M3
1.57,1.52,1.63,<0.001,0,4,2,1,8,4,Hypertension,O4A2M4
1.46,1.43,1.49,<0.001,0,0,3,1,8,4,Hypertension,O4A3M0
1.44,1.41,1.47,<0.001,0,1,3,1,8,4,Hypertension,O4A3M1
1.36,1.19,1.57,<0.001,0,2,3,1,8,4,Hypertension,O4A3M2
1.71,1.62,1.81,<0.001,0,3,3,1,8,4,Hypertension,O4A3M3
1.46,1.41,1.51,<0.001,0,4,3,1,8,4,Hypertension,O4A3M4
1.74,1.69,1.8,<0.001,0,0,1,2,8,4,Glomerulonephritis,O4A1M0
1.79,1.73,1.86,<0.001,0,1,1,2,8,4,Glomerulonephritis,O4A1M1
1.28,1.1,1.48,0.001,0.0014,2,1,2,8,4,Glomerulonephritis,O4A1M2
1.69,1.55,1.83,<0.001,0,3,1,2,8,4,Glomerulonephritis,O4A1M3
1.68,1.59,1.78,<0.001,0,4,1,2,8,4,Glomerulonephritis,O4A1M4
1.52,1.47,1.57,<0.001,0,0,2,2,8,4,Glomerulonephritis,O4A2M0
1.52,1.47,1.58,<0.001,0,1,2,2,8,4,Glomerulonephritis,O4A2M1
1.11,0.96,1.29,0.164,0.1642,2,2,2,8,4,Glomerulonephritis,O4A2M2
1.63,1.49,1.77,<0.001,0,3,2,2,8,4,Glomerulonephritis,O4A2M3
1.5,1.42,1.59,<0.001,0,4,2,2,8,4,Glomerulonephritis,O4A2M4
1.43,1.38,1.48,<0.001,0,0,3,2,8,4,Glomerulonephritis,O4A3M0
1.41,1.35,1.47,<0.001,0,1,3,2,8,4,Glomerulonephritis,O4A3M1
1.23,1.05,1.44,0.01,0.0104,2,3,2,8,4,Glomerulonephritis,O4A3M2
1.7,1.56,1.86,<0.001,0,3,3,2,8,4,Glomerulonephritis,O4A3M3
1.4,1.31,1.49,<0.001,0,4,3,2,8,4,Glomerulonephritis,O4A3M4
1.68,1.55,1.82,<0.001,0,0,1,3,8,4,Cystic disease,O4A1M0
1.77,1.6,1.96,<0.001,0,1,1,3,8,4,Cystic disease,O4A1M1
1.38,0.82,2.3,0.222,0.2223,2,1,3,8,4,Cystic disease,O4A1M2
1.79,1.4,2.3,<0.001,0,3,1,3,8,4,Cystic disease,O4A1M3
1.52,1.33,1.74,<0.001,0,4,1,3,8,4,Cystic disease,O4A1M4
1.63,1.5,1.76,<0.001,0,0,2,3,8,4,Cystic disease,O4A2M0
1.7,1.54,1.88,<0.001,0,1,2,3,8,4,Cystic disease,O4A2M1
1.2,0.71,2.01,0.5,0.5003,2,2,3,8,4,Cystic disease,O4A2M2
1.81,1.4,2.32,<0.001,0,3,2,3,8,4,Cystic disease,O4A2M3
1.48,1.29,1.69,<0.001,0,4,2,3,8,4,Cystic disease,O4A2M4
1.55,1.42,1.7,<0.001,0,0,3,3,8,4,Cystic disease,O4A3M0
1.58,1.41,1.75,<0.001,0,1,3,3,8,4,Cystic disease,O4A3M1
1.6,0.91,2.82,0.102,0.102,2,3,3,8,4,Cystic disease,O4A3M2
1.87,1.43,2.45,<0.001,0,3,3,3,8,4,Cystic disease,O4A3M3
1.41,1.21,1.64,<0.001,0,4,3,3,8,4,Cystic disease,O4A3M4
1.69,1.65,1.73,<0.001,0,0,1,4,8,4,Other kidney disease,O4A1M0
1.75,1.7,1.8,<0.001,0,1,1,4,8,4,Other kidney disease,O4A1M1
1.29,1.11,1.5,<0.001,8.00E-04,2,1,4,8,4,Other kidney disease,O4A1M2
1.61,1.48,1.74,<0.001,0,3,1,4,8,4,Other kidney disease,O4A1M3
1.59,1.52,1.66,<0.001,0,4,1,4,8,4,Other kidney disease,O4A1M4
1.52,1.48,1.56,<0.001,0,0,2,4,8,4,Other kidney disease,O4A2M0
1.54,1.5,1.59,<0.001,0,1,2,4,8,4,Other kidney disease,O4A2M1
1.16,1,1.35,0.048,0.0483,2,2,4,8,4,Other kidney disease,O4A2M2
1.59,1.47,1.73,<0.001,0,3,2,4,8,4,Other kidney disease,O4A2M3
1.48,1.42,1.55,<0.001,0,4,2,4,8,4,Other kidney disease,O4A2M4
1.37,1.34,1.41,<0.001,0,0,3,4,8,4,Other kidney disease,O4A3M0
